iter	Logloss
303	0.0008434996985
304	0.0008434996985
305	0.0008434996985
306	0.0008434996985
307	0.0008434622624
308	0.0008434720381
309	0.0008379491258
310	0.0008335329075
311	0.0008263237357
312	0.0008263515049
313	0.0008263515049
314	0.0008263515049
315	0.0008263515049
316	0.000826303755
317	0.0008218019001
318	0.0008218019001
319	0.0008148006668
320	0.000814781885
321	0.0008100657106
322	0.0008100657106
323	0.0008059074926
324	0.0008059150577
325	0.0007996197188
326	0.0007996197188
327	0.0007946791823
328	0.0007946932333
329	0.0007946932333
330	0.0007946932333
331	0.0007892214764
332	0.0007892384372
333	0.0007817206978
334	0.0007753254396
335	0.0007753254396
336	0.0007705635032
337	0.0007705635032
338	0.0007705531328
339	0.0007705531328
340	0.0007705531328
341	0.0007705531328
342	0.0007705531328
343	0.0007705531328
344	0.0007705746185
345	0.0007705524452
346	0.0007655719426
347	0.0007655719426
348	0.0007655719426
349	0.0007606255828
350	0.0007536890803
351	0.0007536881625
352	0.0007537324903
353	0.0007537324903
354	0.0007467453299
355	0.0007419447177
356	0.0007419234498
357	0.0007419234498
358	0.0007419255438
359	0.0007419412676
360	0.000741931634
361	0.000741931634
362	0.0007362025189
363	0.0007361731305
364	0.0007361731305
365	0.00073619123
366	0.00073619123
367	0.00073619123
368	0.00073619123
369	0.00073619123
370	0.00073619123
371	0.00073619123
372	0.00073619123
373	0.0007321174607
374	0.0007321253735
375	0.000732088985
376	0.000732088985
377	0.000732088985
378	0.000732088985
379	0.0007257405707
380	0.0007257405707
381	0.0007257405707
382	0.0007257405707
383	0.0007257405707
384	0.0007257352977
385	0.0007257055856
386	0.0007257136852
387	0.0007257136852
388	0.0007257136852
389	0.0007257114716
390	0.0007257114716
391	0.0007257114716
392	0.0007257114716
393	0.0007257114716
394	0.0007256988991
395	0.0007207317524
396	0.0007207317524
397	0.0007207317524
398	0.0007160870953
399	0.00071608647
400	0.00071608647
401	0.000716110055
402	0.000716110055
403	0.000716110055
404	0.0007092631662
405	0.0007092631662
406	0.0007092631662
407	0.0007052629375
408	0.0007052629375
409	0.0007052728995
410	0.0007052330056
411	0.0007052330056
412	0.0007052330056
413	0.0007052632713
414	0.0007052632713
415	0.0007052632713
416	0.0007052632713
417	0.0007052494309
418	0.0007052494309
419	0.0007010496648
420	0.0007010496648
421	0.0007010284551
422	0.0007010547411
423	0.0007010491458
424	0.0007010349959
425	0.0007010349959
426	0.0007010349959
427	0.0007010349959
428	0.0007011260429
429	0.0007010236931
430	0.0007010348601
431	0.0007010236961
432	0.0007010236961
433	0.0007010236961
434	0.0007010168977
435	0.0007010168977
436	0.0007010168977
437	0.0007010367214
438	0.00070102029
439	0.00070102029
440	0.00070102029
441	0.0007009937446
442	0.0006975079015
443	0.0006975079015
444	0.0006974404147
445	0.0006974404147
446	0.0006974404147
447	0.0006974404147
448	0.0006974404147
449	0.0006974404147
450	0.0006974404147
451	0.0006974404147
452	0.0006974404147
453	0.0006974404147
454	0.0006954199389
455	0.0006937115125
456	0.0006937115125
457	0.0006937344436
458	0.0006937109577
459	0.0006936789324
460	0.0006937238146
461	0.000693712548
462	0.000693712548
463	0.000693712548
464	0.000693712548
465	0.0006936849619
466	0.0006936849619
467	0.000693736931
468	0.000693736931
469	0.0006937103509
470	0.0006937103509
471	0.0006937066438
472	0.0006937066438
473	0.0006885618405
474	0.0006885707869
475	0.0006885707869
476	0.0006885707869
477	0.0006885707869
478	0.0006885707869
479	0.0006886002065
480	0.0006886002065
481	0.0006886002065
482	0.0006885596962
483	0.0006885596962
484	0.0006885596962
485	0.0006885366355
486	0.0006885366355
487	0.0006885446652
488	0.0006885446652
489	0.0006885446652
490	0.0006885404116
491	0.0006885404116
492	0.000688563575
493	0.000688563575
494	0.0006848460971
495	0.000684824075
496	0.000684824075
497	0.0006848346626
498	0.0006848346626
499	0.0006848451034
500	0.0006848451034
501	0.0006848451034
502	0.0006848524812
503	0.0006848294578
504	0.0006848294578
505	0.0006848410624
506	0.0006848159988
507	0.0006848159988
508	0.0006848159988
509	0.0006848296265
510	0.0006848296265
511	0.0006848296265
512	0.0006848304352
513	0.0006848304352
514	0.0006848304352
515	0.0006848227694
516	0.0006848227694
517	0.0006848227694
518	0.0006848227694
519	0.0006848227694
520	0.0006847976448
521	0.0006847948681
522	0.0006847948681
523	0.0006847948681
524	0.0006847948681
525	0.0006847948681
526	0.0006847948681
527	0.0006847948681
528	0.0006847977062
529	0.0006847977062
530	0.0006847977062
531	0.0006848188711
532	0.0006848188711
533	0.0006848188711
534	0.0006848028297
535	0.000684811031
536	0.0006847851124
537	0.0006847851124
538	0.0006847852737
539	0.0006847852737
540	0.0006847852737
541	0.0006847852737
542	0.0006847852737
543	0.0006847965124
544	0.0006847965124
545	0.0006847965124
546	0.0006847965124
547	0.0006847965124
548	0.0006847965124
549	0.0006847965124
550	0.0006847965124
551	0.0006847965124
552	0.0006847879859
553	0.0006847879859
554	0.0006847879859
555	0.0006847879859
556	0.0006847879859
557	0.0006847879859
558	0.0006847879859
559	0.0006847959579
560	0.0006847899952
561	0.0006847877478
562	0.0006847936965
563	0.0006847954091
564	0.0006848047484
565	0.0006848047484
566	0.0006847946658
567	0.0006847946658
568	0.0006847946658
569	0.0006847946658
570	0.0006847984137
571	0.0006847796921
572	0.0006848192463
573	0.0006848192463
574	0.0006848192463
575	0.0006847839005
576	0.0006847839005
577	0.0006847839005
578	0.0006847751639
579	0.0006847901854
580	0.000684807018
581	0.000684807018
582	0.0006848001533
583	0.0006848001533
584	0.0006848001533
585	0.0006848001533
586	0.0006848001533
587	0.0006848001533
588	0.0006847881542
589	0.0006847871263
590	0.0006848025089
591	0.0006848025089
592	0.0006848025089
593	0.0006848025089
594	0.0006848025089
595	0.0006847717018
596	0.0006847633121
597	0.0006847633121
598	0.0006847439891
599	0.0006847439891
600	0.0006847439891
601	0.0006847439891
602	0.0006847439891
603	0.0006847439891
604	0.0006847589571
605	0.0006847589571
606	0.0006847589571
607	0.0006847793323
608	0.0006847793323
609	0.0006847793323
610	0.0006847811582
611	0.0006848002413
612	0.0006848002413
613	0.000684755491
614	0.000684755491
615	0.000684755491
616	0.000684755491
617	0.000684755491
618	0.000684755491
619	0.000684755491
620	0.000684755491
621	0.000684755491
622	0.000684755491
623	0.000684755491
624	0.0006847452579
625	0.000684774781
626	0.0006847520951
627	0.0006847718414
628	0.0006847718414
629	0.0006847788139
630	0.000684784562
631	0.0006847586596
632	0.0006847586596
633	0.0006847874285
634	0.0006847874285
635	0.0006847874285
636	0.0006848049342
637	0.0006848049342
638	0.0006848049342
639	0.0006847925887
640	0.0006847672335
641	0.0006847672335
642	0.0006847914242
643	0.000684731814
644	0.0006848115077
645	0.0006847754833
646	0.0006847741726
647	0.0006847741726
648	0.0006847670665
649	0.0006847798633
650	0.0006847603521
651	0.0006847334912
652	0.0006847333053
653	0.0006847308493
654	0.0006847650169
655	0.0006847150723
656	0.0006847454241
657	0.0006847454241
658	0.0006847357943
659	0.000684746785
660	0.000684730538
661	0.0006847427995
662	0.0006847431853
663	0.0006847666941
664	0.0006847798159
665	0.0006847627749
666	0.0006847212971
667	0.0006847401049
668	0.0006847335584
669	0.0006847254445
670	0.0006847269533
671	0.0006847415704
672	0.0006847259556
673	0.0006847745919
674	0.0006847135661
675	0.0006847336516
676	0.0006847474857
677	0.0006847438888
678	0.0006847044228
679	0.0006847092575
680	0.0006847292715
681	0.0006847125324
682	0.0006847429994
683	0.0006847501273
684	0.0006847642606
685	0.0006846971639
686	0.0006847285664
687	0.0006847304663
688	0.0006847573653
689	0.0006847188245
690	0.0006846874767
691	0.0006847363689
692	0.0006847092352
693	0.0006847011024
694	0.000684706199
695	0.0006847079132
696	0.0006846969325
697	0.0006847124891
698	0.0006847191621
699	0.0006847341964
